,index,budget,genres,id,original_language,original_title,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,cast,director
265,265,0,Comedy Fantasy Family,10588,en,The Cat in the Hat,18.251129,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2003-11-21,0,82,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Cat in the Hat,4.9,366,Mike Myers Dakota Fanning Spencer Breslin Kelly Preston Alec Baldwin,Bo Welch
266,266,120000000,Action Science Fiction,2048,en,"I, Robot",95.914473,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Laurence Mark Productions"", ""id"": 415}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Overbrook Entertainment"", ""id"": 12485}, {""name"": ""Mediastream Vierte Film GmbH & Co. Vermarktungs KG"", ""id"": 19354}, {""name"": ""Canlaws Productions"", ""id"": 19355}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2004-07-15,347234916,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"I, Robot",6.7,3793,Will Smith Bridget Moynahan Alan Tudyk James Cromwell Bruce Greenwood,Alex Proyas
267,267,130000000,Drama Action Adventure History War,1495,en,Kingdom of Heaven,44.490453,"[{""name"": ""Studio Babelsberg"", ""id"": 264}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Kanzaman"", ""id"": 4169}, {""name"": ""Dune Films"", ""id"": 19477}, {""name"": ""BK"", ""id"": 19478}, {""name"": ""KOH"", ""id"": 19479}, {""name"": ""Reino del Cielo"", ""id"": 19480}, {""name"": ""Inside Track 3"", ""id"": 19482}, {""name"": ""Calle Cruzada"", ""id"": 19483}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""MA"", ""name"": ""Morocco""}, {""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-05-03,211643158,144,"[{""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""la"", ""name"": ""Latin""}]",Released,Kingdom of Heaven,6.6,1157,Orlando Bloom Eva Green Jeremy Irons Marton Csokas Brendan Gleeson,Ridley Scott
268,268,133000000,Animation Fantasy Family Comedy,10137,en,Stuart Little,30.475297,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Global Medien KG"", ""id"": 5555}, {""name"": ""Franklin/Waterman Productions"", ""id"": 58331}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1999-12-17,300135367,84,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Stuart Little,5.8,959,Michael J. Fox Geena Davis Hugh Laurie Jonathan Lipnicki Nathan Lane,Rob Minkoff
269,269,105000000,Romance Family Animation Music,10198,en,The Princess and the Frog,62.479574,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Animation Studios"", ""id"": 6125}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-12-08,267045765,97,"[{""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Princess and the Frog,6.7,1247,Anika Noni Rose Bruno Campos Keith David Michael-Leon Wooley Jennifer Cody,Ron Clements
270,270,108000000,Drama Adventure Science Fiction,286217,en,The Martian,167.93287,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Mid Atlantic Films"", ""id"": 2735}, {""name"": ""International Traders"", ""id"": 6408}, {""name"": ""TSG Entertainment"", ""id"": 22213}, {""name"": ""Genre Films"", ""id"": 28788}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2015-09-30,630161890,141,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,The Martian,7.6,7268,Matt Damon Jessica Chastain Kristen Wiig Jeff Daniels Michael Pe\u00f1a,Ridley Scott
271,271,126000000,Action Thriller Science Fiction Adventure,1635,en,The Island,37.68056,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Parkes/MacDonald Productions"", ""id"": 11084}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-07-20,162949164,136,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Island,6.5,1770,Ewan McGregor Scarlett Johansson Djimon Hounsou Sean Bean Steve Buscemi,Michael Bay
272,272,90000000,Comedy Romance,24113,en,Town & Country,1.004579,"[{""name"": ""New Line Cinema"", ""id"": 12}]",[],2001-04-27,10372291,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Town & Country,3.7,16,Warren Beatty Diane Keaton Goldie Hawn Garry Shandling Andie MacDowell,Peter Chelsom
273,273,90000000,Action Crime Thriller,9679,en,Gone in Sixty Seconds,52.995628,"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Touchstone Pictures"", ""id"": 9195}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-06-09,237202299,118,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Gone in Sixty Seconds,6.1,1485,Nicolas Cage Angelina Jolie Giovanni Ribisi Delroy Lindo Will Patton,Dominic Sena
274,274,103000000,Action Drama Adventure,98,en,Gladiator,95.301296,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Mill Film"", ""id"": 21904}, {""name"": ""C & L"", ""id"": 21905}, {""name"": ""Dawliz"", ""id"": 21906}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-05-01,457640427,155,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Gladiator,7.9,5439,Russell Crowe Joaquin Phoenix Connie Nielsen Oliver Reed Richard Harris,Ridley Scott
275,275,102000000,Action Thriller Science Fiction Mystery,180,en,Minority Report,65.948959,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Tulip Productions"", ""id"": 766}, {""name"": ""Ronald Shusett/Gary Goldman"", ""id"": 26265}, {""name"": ""Digital Image Associates"", ""id"": 76068}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-06-20,358372926,145,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""sv"", ""name"": ""svenska""}]",Released,Minority Report,7.1,2608,Tom Cruise Colin Farrell Samantha Morton Max von Sydow Lois Smith,Steven Spielberg
276,276,100000000,Adventure Fantasy Family,672,en,Harry Potter and the Chamber of Secrets,132.397737,"[{""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Heyday films"", ""id"": 437}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-11-13,876688482,161,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Harry Potter and the Chamber of Secrets,7.4,5815,Daniel Radcliffe Rupert Grint Emma Watson Richard Harris Alan Rickman,Chris Columbus
277,277,150000000,Adventure Action Thriller,36557,en,Casino Royale,88.935165,"[{""name"": ""Eon Productions"", ""id"": 7576}, {""name"": ""Stillking Films"", ""id"": 11345}, {""name"": ""Babelsberg Film"", ""id"": 19481}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CZ"", ""name"": ""Czech Republic""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2006-11-14,599045960,144,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}]",Released,Casino Royale,7.3,3855,Daniel Craig Eva Green Mads Mikkelsen Judi Dench Jeffrey Wright,Martin Campbell
278,278,100000000,Thriller Science Fiction Action Adventure,869,en,Planet of the Apes,51.188633,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Tim Burton Productions"", ""id"": 8601}, {""name"": ""Zanuck Company, The"", ""id"": 20004}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2001-07-25,362211740,119,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Planet of the Apes,5.6,1243,Mark Wahlberg Tim Roth Helena Bonham Carter Michael Clarke Duncan Kris Kristofferson,Tim Burton
279,279,100000000,Action Thriller Science Fiction,280,en,Terminator 2: Judgment Day,101.74155,"[{""name"": ""Lightstorm Entertainment"", ""id"": 574}, {""name"": ""Pacific Western"", ""id"": 1280}, {""name"": ""Canal+"", ""id"": 5358}, {""name"": ""Carolco Pictures"", ""id"": 14723}, {""name"": ""T2 Productions"", ""id"": 61409}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1991-07-01,520000000,137,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,Terminator 2: Judgment Day,7.7,4185,Arnold Schwarzenegger Linda Hamilton Robert Patrick Edward Furlong Michael Edwards,James Cameron
280,280,80000000,History Crime Drama,11322,en,Public Enemies,33.691694,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Appian Way"", ""id"": 562}, {""name"": ""Forward Pass"", ""id"": 675}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Tribeca Productions"", ""id"": 11391}, {""name"": ""Misher Films"", ""id"": 11581}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-07-01,214104620,140,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Public Enemies,6.5,1344,Christian Bale Johnny Depp Giovanni Ribisi Billy Crudup Marion Cotillard,Michael Mann
281,281,100000000,Drama Crime,4982,en,American Gangster,42.361215,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Film Rites"", ""id"": 8083}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-11-02,266465037,157,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,American Gangster,7.4,1502,Denzel Washington Russell Crowe Chiwetel Ejiofor Josh Brolin Lymari Nadal,Ridley Scott
282,282,115000000,Action Thriller,36955,en,True Lies,38.729418,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Lightstorm Entertainment"", ""id"": 574}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-07-14,378882411,141,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,True Lies,6.8,1116,Arnold Schwarzenegger Jamie Lee Curtis Tom Arnold Bill Paxton Tia Carrere,James Cameron
283,283,100000000,Thriller Drama Crime,18487,en,The Taking of Pelham 1 2 3,40.597856,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Escape Artists"", ""id"": 1423}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-06-11,150166126,106,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Taking of Pelham 1 2 3,6.2,954,Denzel Washington John Travolta Luis Guzm\u00e1n Victor Gojcaj John Turturro,Tony Scott
284,284,100000000,Comedy Romance,39451,en,Little Fockers,32.389353,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Everyman Pictures"", ""id"": 2242}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Dreamworks Pictures"", ""id"": 7852}, {""name"": ""Tribeca Productions"", ""id"": 11391}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-12-21,310650585,98,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Little Fockers,5.4,1060,Robert De Niro Ben Stiller Owen Wilson Dustin Hoffman Barbra Streisand,Paul Weitz
285,285,100000000,Action Comedy Crime,27581,en,The Other Guys,24.399642,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-08-06,170432927,107,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Other Guys,6.1,1383,Will Ferrell Mark Wahlberg Eva Mendes Samuel L. Jackson Dwayne Johnson,Adam McKay
286,286,100000000,Action Drama Mystery Thriller,9268,en,Eraser,24.507987,"[{""name"": ""Kopelson Entertainment"", ""id"": 824}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-06-21,242295562,115,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Eraser,5.6,543,Arnold Schwarzenegger James Caan Vanessa Williams James Coburn Robert Pastorelli,Chuck Russell
287,287,100000000,Drama Western,68718,en,Django Unchained,82.121691,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""The Weinstein Company"", ""id"": 308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-12-25,425368238,165,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,Django Unchained,7.8,10099,Jamie Foxx Christoph Waltz Leonardo DiCaprio Kerry Washington Samuel L. Jackson,Quentin Tarantino
288,288,100000000,Drama Animation Family,10545,en,The Hunchback of Notre Dame,46.727941,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-06-21,100138851,91,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Hunchback of Notre Dame,6.8,1129,Tom Hulce Demi Moore Tony Jay Kevin Kline Paul Kandel,Gary Trousdale
289,289,100000000,Adventure Animation Comedy Family Fantasy,11688,en,The Emperor's New Groove,51.113717,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Walt Disney Feature Animation"", ""id"": 10217}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-12-09,169327687,78,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Emperor's New Groove,7.2,1490,David Spade John Goodman Eartha Kitt Patrick Warburton Wendie Malick,Mark Dindal
290,290,100000000,Action Adventure Thriller,76163,en,The Expendables 2,53.73289200000001,"[{""name"": ""Nu Image Films"", ""id"": 925}, {""name"": ""Millennium Films"", ""id"": 10254}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2012-08-08,312573423,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,The Expendables 2,6.1,2896,Sylvester Stallone Jason Statham Dolph Lundgren Bruce Willis Arnold Schwarzenegger,Simon West
291,291,100000000,Adventure Action Thriller Mystery,2059,en,National Treasure,58.849256,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Junction Entertainment"", ""id"": 19097}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-11-19,347451894,131,"[{""iso_639_1"": ""la"", ""name"": ""Latin""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,National Treasure,6.4,1926,Nicolas Cage Diane Kruger Justin Bartha Sean Bean Jon Voight,Jon Turteltaub
292,292,100000000,Fantasy Action Adventure Family,2486,en,Eragon,30.863434,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Major Studio Partners"", ""id"": 445}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Mid Atlantic Films"", ""id"": 2735}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""HU"", ""name"": ""Hungary""}]",2006-12-14,249288105,104,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Eragon,4.9,967,Ed Speleers Jeremy Irons Sienna Guillory Robert Carlyle Djimon Hounsou,Stefen Fangmeier
293,293,100000000,Family Fantasy,16523,en,Where the Wild Things Are,31.58621500000001,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Playtone"", ""id"": 4171}, {""name"": ""Wild Things Productions"", ""id"": 5289}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-10-16,100086793,101,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Where the Wild Things Are,6.4,572,Max Records Catherine Keener Lauren Ambrose James Gandolfini Catherine O'Hara,Spike Jonze
294,294,100000000,Animation Adventure Family Fantasy,116711,en,Epic,36.711378,"[{""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2013-05-15,268426634,102,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,Epic,6.4,1121,Josh Hutcherson Amanda Seyfried Colin Farrell Jason Sudeikis Aziz Ansari,Chris Wedge
295,295,100000000,Action Thriller Romance,37710,en,The Tourist,41.426678,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Peninsula Films"", ""id"": 682}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Sony Pictures Releasing"", ""id"": 3045}, {""name"": ""GK Films"", ""id"": 3281}, {""name"": ""Sony Pictures Worldwide Acquisitions (SPWA)"", ""id"": 14577}, {""name"": ""Italian Tax Credit"", ""id"": 21212}, {""name"": ""Birnbaum/Barber"", ""id"": 23731}, {""name"": ""Cineroma SRL"", ""id"": 23732}, {""name"": ""French Tax Credit"", ""id"": 23733}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""IT"", ""name"": ""Italy""}]",2010-12-08,278731369,103,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Released,The Tourist,6.0,1699,Johnny Depp Angelina Jolie Paul Bettany Timothy Dalton Steven Berkoff,Florian Henckel von Donnersmarck
